"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098687","CC","GO:0098687","chromosomal region","30/120","366/19594",1.5615125889743e-25,2.45157476468965e-23,1.75875628442368e-23,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDCA5/CDCA8/CDK1/CENPA/CENPM/CENPU/CHEK1/ESCO2/HJURP/KIF2C/MCM2/MCM4/NEK2/NUF2/ORC1/PIF1/RAD51/RAD51AP1/SKA1/SPAG5/SPC24/SPC25/TOP2A/TTK/ZWINT",30
"GO:0000775","CC","GO:0000775","chromosome, centromeric region","22/120","227/19594",2.11578957764633e-20,1.66089481845237e-18,1.19152360425346e-18,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDCA5/CDCA8/CENPA/CENPM/CENPU/ESCO2/HJURP/KIF2C/NEK2/NUF2/SKA1/SPAG5/SPC24/SPC25/TOP2A/TTK/ZWINT",22
"GO:0000776","CC","GO:0000776","kinetochore","18/120","146/19594",9.76098396667088e-19,5.10824827589109e-17,3.66465012082029e-17,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CENPA/CENPM/CENPU/HJURP/KIF2C/NEK2/NUF2/SKA1/SPAG5/SPC24/SPC25/TTK/ZWINT",18
"GO:0005819","CC","GO:0005819","spindle","25/120","402/19594",2.12233722693545e-18,8.33017361572164e-17,5.97605482321298e-17,"AURKB/BIRC5/BUB1B/CCNB1/CDC20/CDC6/CDCA8/CDK1/DLGAP5/ESPL1/HASPIN/HMMR/KIF11/KIF18B/KIF20A/KIF2C/KIF4A/KIFC1/NEK2/PLK4/SHCBP1/SKA1/SPAG5/TPX2/TTK",25
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","18/120","156/19594",3.29187351357308e-18,1.03364828326195e-16,7.41537823057515e-17,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CENPA/CENPM/CENPU/HJURP/KIF2C/NEK2/NUF2/SKA1/SPAG5/SPC24/SPC25/TTK/ZWINT",18
"GO:0000793","CC","GO:0000793","condensed chromosome","21/120","255/19594",4.92897522620105e-18,1.28974851752261e-16,9.25263770532477e-17,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CENPA/CENPM/CENPU/CHEK1/HJURP/KIF2C/NEK2/NUF2/RAD51/SKA1/SPAG5/SPC24/SPC25/TOP2A/TTK/ZWINT",21
"GO:0071162","CC","GO:0071162","CMG complex","5/120","11/19594",3.55407076453949e-09,7.97127300046715e-08,5.71858002715377e-08,"CDC45/GINS1/GINS2/MCM2/MCM4",5
"GO:0031261","CC","GO:0031261","DNA replication preinitiation complex","5/120","12/19594",6.06290343628807e-09,1.18984479937153e-07,8.53592983793189e-08,"CDC45/GINS1/GINS2/MCM2/MCM4",5
"GO:0030496","CC","GO:0030496","midbody","11/120","203/19594",4.87944411488197e-08,8.38296815370462e-07,6.01392955042839e-07,"AURKB/BIRC5/CDCA8/CDK1/CEP55/HSP90B1/KIF20A/KIF4A/NEK2/SHCBP1/SPAG5",11
"GO:0072686","CC","GO:0072686","mitotic spindle","10/120","160/19594",5.3394701615953e-08,8.38296815370462e-07,6.01392955042839e-07,"AURKB/CDC6/CDK1/ESPL1/KIF11/KIF18B/KIFC1/SKA1/SPAG5/TPX2",10
"GO:0000922","CC","GO:0000922","spindle pole","10/120","169/19594",8.95198885938347e-08,1.27769295538473e-06,9.16615127228738e-07,"AURKB/CCNB1/CDC20/CDC6/DLGAP5/KIF11/NEK2/PLK4/SPAG5/TPX2",10
"GO:0000228","CC","GO:0000228","nuclear chromosome","11/120","228/19594",1.58820135336943e-07,2.07789677065834e-06,1.49068021763622e-06,"BIRC5/CDC45/CHEK1/GINS1/GINS2/MCM2/MCM4/NEK2/ORC1/RAD51/TOP2A",11
"GO:0005874","CC","GO:0005874","microtubule","14/120","435/19594",4.51204271124687e-07,5.44915927435199e-06,3.90921919112077e-06,"AURKB/BIRC5/CDK1/GTSE1/KIF11/KIF18B/KIF20A/KIF2C/KIF4A/KIFC1/NEK2/SKA1/SPAG5/TPX2",14
"GO:0005876","CC","GO:0005876","spindle microtubule","7/120","83/19594",7.65430895320378e-07,8.58376075466424e-06,6.15797787964515e-06,"AURKB/BIRC5/CDK1/KIF11/KIF18B/KIF4A/SKA1",7
"GO:0005875","CC","GO:0005875","microtubule associated complex","8/120","160/19594",6.42593017562395e-06,6.72580691715307e-05,4.82508441257378e-05,"AURKB/BIRC5/CDCA8/KIF11/KIF18B/KIF20A/KIF2C/KIFC1",8
"GO:0000781","CC","GO:0000781","chromosome, telomeric region","8/120","166/19594",8.42255542864849e-06,8.26463251436133e-05,5.92903572937756e-05,"CDK1/CHEK1/MCM2/MCM4/ORC1/PIF1/RAD51/RAD51AP1",8
"GO:0000307","CC","GO:0000307","cyclin-dependent protein kinase holoenzyme complex","5/120","49/19594",1.21806472091934e-05,0.000106242311769076,7.62180848762397e-05,"CCNA2/CCNB1/CCNB2/CCNE1/CDK1",5
"GO:0005871","CC","GO:0005871","kinesin complex","5/120","49/19594",1.21806472091934e-05,0.000106242311769076,7.62180848762397e-05,"KIF11/KIF18B/KIF20A/KIF2C/KIFC1",5
"GO:0000940","CC","GO:0000940","outer kinetochore","3/120","12/19594",4.73371186317358e-05,0.000391154085535922,0.00028061339022691,"BUB1B/CCNB1/SKA1",3
"GO:0051233","CC","GO:0051233","spindle midzone","4/120","36/19594",6.77268721666783e-05,0.000531655946508425,0.000381409227464978,"AURKB/CDC6/CDCA8/KIF18B",4
"GO:0010369","CC","GO:0010369","chromocenter","3/120","15/19594",9.65955171960283e-05,0.000693091159971484,0.00049722262230606,"AURKB/CDCA8/ESCO2",3
"GO:0045171","CC","GO:0045171","intercellular bridge","5/120","75/19594",9.712105426352e-05,0.000693091159971484,0.00049722262230606,"CDC6/CDCA8/CEP55/KIF20A/TPX2",5
"GO:0000152","CC","GO:0000152","nuclear ubiquitin ligase complex","4/120","45/19594",0.000164182962589726,0.00112072717941683,0.000804008100553807,"BUB1B/CDC20/RAD51/UBE2C",4
"GO:0005680","CC","GO:0005680","anaphase-promoting complex","3/120","21/19594",0.000274880536845773,0.00179817684519943,0.00129000953695165,"BUB1B/CDC20/UBE2C",3
"GO:1902554","CC","GO:1902554","serine/threonine protein kinase complex","5/120","99/19594",0.000358138223906787,0.00219056903970118,0.00157151114480742,"CCNA2/CCNB1/CCNB2/CCNE1/CDK1",5
"GO:0035371","CC","GO:0035371","microtubule plus-end","3/120","23/19594",0.00036276939510975,0.00219056903970118,0.00157151114480742,"KIF18B/KIF2C/SPAG5",3
"GO:1902911","CC","GO:1902911","protein kinase complex","5/120","115/19594",0.000711103120392004,0.00413493295931647,0.00296639508311674,"CCNA2/CCNB1/CCNB2/CCNE1/CDK1",5
"GO:1990752","CC","GO:1990752","microtubule end","3/120","33/19594",0.0010688490805365,0.00599318948729394,0.00429950569990246,"KIF18B/KIF2C/SPAG5",3
"GO:0034663","CC","GO:0034663","endoplasmic reticulum chaperone complex","2/120","11/19594",0.00197319725630049,0.0106824816979026,0.00766359732937032,"HSP90B1/MZB1",2
"GO:0032993","CC","GO:0032993","protein-DNA complex","6/120","220/19594",0.0023632551552715,0.0123677019792542,0.00887257198645791,"CDC45/CENPA/GINS1/GINS2/MCM2/MCM4",6
"GO:0001741","CC","GO:0001741","XY body","2/120","14/19594",0.00322575856139919,0.0153467907315052,0.0110097660628298,"ESCO2/PLK4",2
"GO:0031616","CC","GO:0031616","spindle pole centrosome","2/120","14/19594",0.00322575856139919,0.0153467907315052,0.0110097660628298,"AURKB/DLGAP5",2
"GO:1990023","CC","GO:1990023","mitotic spindle midzone","2/120","14/19594",0.00322575856139919,0.0153467907315052,0.0110097660628298,"AURKB/KIF18B",2
"GO:0034451","CC","GO:0034451","centriolar satellite","4/120","107/19594",0.00425122836386902,0.0196306721508069,0.0140830165614237,"CENPU/CEP55/DLGAP5/SPAG5",4
"GO:0032154","CC","GO:0032154","cleavage furrow","3/120","55/19594",0.00466117473248779,0.020908698085731,0.0149998705677051,"CEP55/KIF20A/PLK4",3
"GO:0140534","CC","GO:0140534","endoplasmic reticulum protein-containing complex","4/120","125/19594",0.00734147057013235,0.0320169688752994,0.0229689283919345,"DERL3/HSP90B1/MZB1/SPCS2",4
"GO:0005721","CC","GO:0005721","pericentric heterochromatin","2/120","23/19594",0.00865174238829828,0.0367114474314278,0.026336740698376,"CENPA/ESCO2",2
"GO:0032153","CC","GO:0032153","cell division site","3/120","73/19594",0.0102060588341097,0.0420582903436075,0.0301725582753336,"CEP55/KIF20A/PLK4",3
"GO:0000794","CC","GO:0000794","condensed nuclear chromosome","3/120","74/19594",0.0105905610350962,0.0420582903436075,0.0301725582753336,"CHEK1/NEK2/RAD51",3
"GO:0000151","CC","GO:0000151","ubiquitin ligase complex","6/120","302/19594",0.0107782935312478,0.0420582903436075,0.0301725582753336,"BUB1B/CDC20/DERL3/DTL/RAD51/UBE2C",6
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule","3/120","75/19594",0.0109833751852733,0.0420582903436075,0.0301725582753336,"GTSE1/KIF18B/KIF2C",3
"GO:0002080","CC","GO:0002080","acrosomal membrane","2/120","28/19594",0.0126716501319511,0.0466315547128472,0.0334534116947681,"CAV1/SPACA3",2
"GO:0005814","CC","GO:0005814","centriole","4/120","147/19594",0.0127716996984231,0.0466315547128472,0.0334534116947681,"CEP55/PLK4/TEDC2/TOP2A",4
"GO:0000803","CC","GO:0000803","sex chromosome","2/120","30/19594",0.014467044175071,0.0516210439883217,0.0370328642758995,"ESCO2/PLK4",2
"GO:0097431","CC","GO:0097431","mitotic spindle pole","2/120","36/19594",0.0204596772670351,0.0713815406872115,0.0512090167853277,"AURKB/SPAG5",2
"GO:0061695","CC","GO:0061695","transferase complex, transferring phosphorus-containing groups","5/120","259/19594",0.0216762511990234,0.0739819877879712,0.053074573874039,"CCNA2/CCNB1/CCNB2/CCNE1/CDK1",5
"GO:0031461","CC","GO:0031461","cullin-RING ubiquitin ligase complex","4/120","175/19594",0.0226912222211891,0.0757983380580148,0.0543776210003861,"BUB1B/CDC20/DTL/UBE2C",4
"GO:0005759","CC","GO:0005759","mitochondrial matrix","7/120","473/19594",0.0264545704828935,0.0865284909544643,0.0620754175804739,"CCNB1/CDK1/GLDC/OXCT2/PYCR1/RAD51/TYMS",7
"GO:0044815","CC","GO:0044815","DNA packaging complex","4/120","198/19594",0.0335919183180976,0.107631248488598,0.0772145061232319,"CENPA/NUF2/SPC24/SPC25",4
"GO:0008023","CC","GO:0008023","transcription elongation factor complex","2/120","48/19594",0.0349376708337069,0.10970428641784,0.0787017006148766,"EAF2/ELL2",2
"GO:0005657","CC","GO:0005657","replication fork","2/120","60/19594",0.0523007120040332,0.161004152639867,0.115504152413448,"CHEK1/PIF1",2
"GO:1904115","CC","GO:1904115","axon cytoplasm","2/120","62/19594",0.055440800006192,0.167388569249464,0.120084323900051,"KIF4A/UCHL1",2
"GO:0000835","CC","GO:0000835","ER ubiquitin ligase complex","1/120","10/19594",0.0595959918719875,0.176539070262303,0.126648880442953,"DERL3",1
"GO:0000235","CC","GO:0000235","astral microtubule","1/120","11/19594",0.0653582713335564,0.183236582131578,0.131453666028018,"KIF18B",1
"GO:0005818","CC","GO:0005818","aster","1/120","11/19594",0.0653582713335564,0.183236582131578,0.131453666028018,"KIF18B",1
"GO:0031464","CC","GO:0031464","Cul4A-RING E3 ubiquitin ligase complex","1/120","11/19594",0.0653582713335564,0.183236582131578,0.131453666028018,"DTL",1
"GO:0000792","CC","GO:0000792","heterochromatin","2/120","69/19594",0.0669277044326639,0.184344729753127,0.132248649571469,"CENPA/ESCO2",2
"GO:0035861","CC","GO:0035861","site of double-strand break","2/120","73/19594",0.0738151051515538,0.199809853599896,0.143343307644578,"ESCO2/RAD51",2
"GO:0000800","CC","GO:0000800","lateral element","1/120","13/19594",0.0767779943423091,0.200902418529042,0.14412711218644,"RAD51",1
"GO:0045120","CC","GO:0045120","pronucleus","1/120","13/19594",0.0767779943423091,0.200902418529042,0.14412711218644,"CCNA2",1
"GO:0030176","CC","GO:0030176","integral component of endoplasmic reticulum membrane","3/120","164/19594",0.0797660425561475,0.204907615257306,0.147000434680066,"DERL3/SCD/TRAM2",3
"GO:0042571","CC","GO:0042571","immunoglobulin complex, circulating","2/120","77/19594",0.0809189308659427,0.204907615257306,0.147000434680066,"IGLL5/JCHAIN",2
"GO:0000153","CC","GO:0000153","cytoplasmic ubiquitin ligase complex","1/120","14/19594",0.0824358586331486,0.205435393736577,0.147379062217993,"DERL3",1
"GO:0031227","CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane","3/120","172/19594",0.0890001110474909,0.218328397413376,0.156628484902657,"DERL3/SCD/TRAM2",3
"GO:0005775","CC","GO:0005775","vacuolar lumen","3/120","174/19594",0.0913762811606395,0.220708863726468,0.158336228084023,"GGH/SDC1/TXNDC5",3
"GO:0001673","CC","GO:0001673","male germ cell nucleus","1/120","16/19594",0.0936486352358405,0.222770238364045,0.15981505534665,"TRIP13",1
"GO:0120111","CC","GO:0120111","neuron projection cytoplasm","2/120","89/19594",0.103388116796369,0.238288497394223,0.170947832525524,"KIF4A/UCHL1",2
"GO:0043505","CC","GO:0043505","CENP-A containing nucleosome","1/120","18/19594",0.104725517963066,0.238288497394223,0.170947832525524,"CENPA",1
"GO:0061638","CC","GO:0061638","CENP-A containing chromatin","1/120","18/19594",0.104725517963066,0.238288497394223,0.170947832525524,"CENPA",1
"GO:0035578","CC","GO:0035578","azurophil granule lumen","2/120","91/19594",0.107284314792148,0.240623391748102,0.172622882447516,"GGH/TXNDC5",2
"GO:0034506","CC","GO:0034506","chromosome, centromeric core domain","1/120","19/19594",0.110213510292675,0.24371156501338,0.174838333599944,"CENPA",1
"GO:0043202","CC","GO:0043202","lysosomal lumen","2/120","97/19594",0.119200963165153,0.256363715300398,0.183914968401894,"SDC1/TXNDC5",2
"GO:0090734","CC","GO:0090734","site of DNA damage","2/120","97/19594",0.119200963165153,0.256363715300398,0.183914968401894,"ESCO2/RAD51",2
"GO:0043073","CC","GO:0043073","germ cell nucleus","1/120","21/19594",0.121089608551657,0.256906331656894,0.184304240612053,"TRIP13",1
"GO:0071682","CC","GO:0071682","endocytic vesicle lumen","1/120","23/19594",0.131833859757661,0.275972213092705,0.197982077109751,"HSP90B1",1
"GO:0044322","CC","GO:0044322","endoplasmic reticulum quality control compartment","1/120","25/19594",0.142447848975614,0.28970600154465,0.207834677608297,"HERPUD1",1
"GO:0042470","CC","GO:0042470","melanosome","2/120","109/19594",0.143930370194157,0.28970600154465,0.207834677608297,"GGH/HSP90B1",2
"GO:0048770","CC","GO:0048770","pigment granule","2/120","109/19594",0.143930370194157,0.28970600154465,0.207834677608297,"GGH/HSP90B1",2
"GO:0090575","CC","GO:0090575","RNA polymerase II transcription regulator complex","3/120","230/19594",0.16727806988392,0.328609830264718,0.235744229556318,"E2F8/POU2AF1/XBP1",3
"GO:1990204","CC","GO:1990204","oxidoreductase complex","2/120","120/19594",0.167444499497946,0.328609830264718,0.235744229556318,"GLDC/RRM2",2
"GO:0005667","CC","GO:0005667","transcription regulator complex","5/120","483/19594",0.175016352821879,0.337271014254994,0.241957750756181,"DEPDC1/E2F8/POU2AF1/SUB1/XBP1",5
"GO:0001669","CC","GO:0001669","acrosomal vesicle","2/120","124/19594",0.176154287700061,0.337271014254994,0.241957750756181,"CAV1/SPACA3",2
"GO:0090543","CC","GO:0090543","Flemming body","1/120","35/19594",0.193618032226354,0.366241338066718,0.262741020269117,"CEP55",1
"GO:0080008","CC","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","1/120","36/19594",0.19856541379662,0.371128213881778,0.266246858098225,"DTL",1
"GO:0000795","CC","GO:0000795","synaptonemal complex","1/120","41/19594",0.222854405227075,0.406838856054079,0.291865622512816,"RAD51",1
"GO:0099086","CC","GO:0099086","synaptonemal structure","1/120","41/19594",0.222854405227075,0.406838856054079,0.291865622512816,"RAD51",1
"GO:0005766","CC","GO:0005766","primary lysosome","2/120","155/19594",0.24544295130339,0.43789253812082,0.314143490304578,"GGH/TXNDC5",2
"GO:0042582","CC","GO:0042582","azurophil granule","2/120","155/19594",0.24544295130339,0.43789253812082,0.314143490304578,"GGH/TXNDC5",2
"GO:0005782","CC","GO:0005782","peroxisomal matrix","1/120","50/19594",0.264749202720664,0.461840275857159,0.331323563638726,"ACOXL",1
"GO:0031907","CC","GO:0031907","microbody lumen","1/120","50/19594",0.264749202720664,0.461840275857159,0.331323563638726,"ACOXL",1
"GO:0019814","CC","GO:0019814","immunoglobulin complex","2/120","167/19594",0.272662873586177,0.470418364319009,0.337477472223493,"IGLL5/JCHAIN",2
"GO:1904724","CC","GO:1904724","tertiary granule lumen","1/120","55/19594",0.287048136946489,0.489853885876074,0.351420488023734,"GGH",1
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","3/120","311/19594",0.297232348782544,0.49923330142144,0.358149267529964,"HSP90B1/MZB1/TXNDC5",3
